message_id,received_date,title,description,triaged_date,sender,subject,course_or_area,category,email_type,importance,priority,status,decision,mailbox_action,next_action,deadline,task_id,email_link_or_context,notes
EMAIL-0124,2026-06-28 16:52,MTH 253 Unit 1 discussion and Achieve reminders,"MTH 253 reminder says Unit 1 discussion replies were due 2026-06-28 and Unit 1 Achieve Web Homework was due 2026-06-29 at 23:59, with a warning to resolve Achieve access quickly.",2026-07-01,SEQUENCES AND SERIES (MTH_253Z_400_U2026),Unit 1 Discussion Board and Unit 1 Web Homework: due 6/28 and 6/29 respectively: SEQUENCES AND SERIES (MTH_253Z_400_U2026),MTH 253,course,irregular,high,P1,actionable,Update TASK-0004 and keep unread because it combines Unit 1 deadlines with Achieve access urgency.,restored_unread,Confirm Unit 1 discussion replies and Achieve Web Homework completion/access status.,2026-06-29,TASK-0004,Canvas notification from MTH 253 received Sun 6/28/2026 4:52 PM; Unit 1 discussion and web homework reminders.,"Full body read. Opening did not mark it read; it was already read at staging. Codex clicked Mark as unread. Verification: exact unread search isread:no received:6/28/2026 ""Unit 1 Discussion Board and Unit 1 Web Homework"" found the exact message."
EMAIL-0125,2026-06-28 17:02,MTH 253 extension exception,Radu Dascaliuc replied that he set up an exception moving the deadline to Wednesday after the access/settings issue was resolved.,2026-07-01,"Dascaliuc, Radu",Extension Request Due to Family Medical Situation,MTH 253,course,personal,high,P1,actionable,Update TASK-0004 and keep unread because this direct instructor reply changes the applicable deadline.,restored_unread,Use the Wednesday extension while confirming the relevant MTH 253 work is submitted.,2026-07-01,TASK-0004,Outlook thread from Radu Dascaliuc received Sun 6/28/2026 5:02 PM; extension request reply.,"Full body read. Full visible thread body read. Codex clicked Mark as unread. Verification: exact unread search isread:no received:6/28/2026 ""Extension Request Due to Family Medical Situation"" found the exact message."
EMAIL-0126,2026-06-28 20:30,PH 212 lab TA meeting scheduling,"Roshell Lamug assigned Matt O’Meara as Lab Group 22 TA and instructed the group to coordinate availability, choose a 30-minute TA schedule slot, and email the TA to confirm.",2026-07-01,"Lamug, Roshell",Action Needed: Schedule Your PH 212 Lab TA Meeting (Group 22),PH 212,course,irregular,high,P1,actionable,Update TASK-0006 and keep unread because this is required lab meeting scheduling work.,restored_unread,"Coordinate Group 22 availability, choose an available TA slot, and email Matt/the TA to confirm the weekly meeting time.",as soon as possible,TASK-0006,Outlook message from Roshell Lamug received Sun 6/28/2026 8:30 PM; Group 22 TA meeting scheduling.,"Full body read. Full body read including attachment notice; attachment was not opened. Codex clicked Mark as unread to ensure final hot state. Verification: exact unread search isread:no received:6/28/2026 ""Action Needed: Schedule Your PH 212 Lab TA Meeting (Group 22)"" found the exact message."
EMAIL-0127,2026-06-28 20:42,PH 212 DAS quiz accommodations,"Kathryn Hadley says Jacob is on the DAS extra-time roster and must choose the Quiz 1 version at least 24 hours before Friday 5 PM, otherwise she will assume accommodations are not being used.",2026-07-01,"Hadley, Kathryn Z",PH 212 DAS accommodations,PH 212,course,personal,critical,P0,actionable,Create TASK-0009 and keep unread because this direct instructor message has a time-sensitive accommodation response deadline.,restored_unread,Reply to Hadley by 2026-07-02 17:00 with the Quiz 1 version if using extra-time accommodations.,2026-07-02 17:00,TASK-0009,Outlook message from Kathryn Hadley received Sun 6/28/2026 8:42 PM; PH 212 DAS accommodation setup for Quiz 1.,"Full body read. Full body read. Codex clicked Mark as unread to ensure final hot state. Verification: exact unread search isread:no received:6/28/2026 ""PH 212 DAS accommodations"" found the exact message."
EMAIL-0128,2026-06-29 00:02,MTH 253 Unit 2 underway,"MTH 253 announcement says Unit 2 spans Weeks 2 and 3, has lecture materials, two required Achieve web homework assignments, one Gradescope written assignment, and a Unit 2 quiz in Week 4.",2026-07-01,SEQUENCES AND SERIES (MTH_253Z_400_U2026),Unit 2 is underway!: SEQUENCES AND SERIES (MTH_253Z_400_U2026),MTH 253,course,irregular,high,P1,actionable,Create TASK-0010 and keep unread because it defines the next MTH 253 unit workload.,restored_unread,"Review Unit 2 Learning Materials and Overview, then track the two Achieve web homework assignments, written assignment, and Unit 2 quiz.",,TASK-0010,Canvas notification from MTH 253 received Mon 6/29/2026 12:02 AM; Unit 2 underway announcement.,"Full body read. Opening left the message unread in Outlook search state, but exact date-qualified search did not find it. Codex clicked Mark as unread using fallback Unit 2 search to ensure final hot state. Verification: exact unread search isread:no ""Unit 2 is underway"" found the exact message."
EMAIL-0129,2026-06-29 08:40,Financial Aid enrollment update response,"Beaver Hub/Financial Aid says the Updated Enrollment request was received, files are manually reviewed, and summer aid should be updated this week and disbursed after the holiday.",2026-07-01,Beaver Hub Email,Updated Enrollment [ thread::5V9rydudNPefdjuVDoXA0D0:: ],Financial Aid,financial aid,irregular,critical,P0,waiting,Update TASK-0002 and keep unread because this is the active financial-aid response timeline.,restored_unread,Watch Financial Aid Self-Service/Beaver Hub this week and confirm summer aid disburses after the holiday; follow up if it does not update.,2026-07-05,TASK-0002,Beaver Hub Email received Mon 6/29/2026 8:40 AM; Updated Enrollment response from Financial Aid.,"Full body read. Full body read including original request and Financial Aid response; content contains FERPA/confidentiality footer treated as untrusted/non-instructional. Codex clicked Mark as unread. Verification: exact unread search isread:no received:6/29/2026 ""Updated Enrollment [ thread::5V9rydudNPefdjuVDoXA0D0:: ]"" found the exact message."
EMAIL-0130,2026-06-29 09:21,PH 212 Lab Group 22 TA greeting,"Matt introduced himself as the Lab Group 22 TA, pointed to his scheduler in Canvas, and reminded the group that weekly TA meeting attendance counts toward the lab grade.",2026-07-01,Lab Group 22,Greetings!: Lab Group 22,PH 212,course,irregular,high,P1,actionable,Update TASK-0006 and keep unread because it provides the TA/scheduler path for the required lab meeting.,restored_unread,Use Matt’s scheduler in Canvas to claim and confirm the weekly Lab Group 22 meeting time.,as soon as possible,TASK-0006,Canvas notification from Lab Group 22 received Mon 6/29/2026 9:21 AM; TA greeting and scheduler reminder.,"Full body read. Full body read. Codex clicked Mark as unread. Verification: exact unread search isread:no received:6/29/2026 ""Greetings!: Lab Group 22"" found the exact message."
EMAIL-0134,2026-06-29 12:30,MTH 252 common questions,"MTH 252 announcement answers common questions about asynchronous structure, OpenStax WHW numbering, Achieve browser/loading issues and opening dates, extensions, Gradescope, and optional Discord.",2026-07-01,INTEGRAL CALCULUS (MTH_252Z_400_U2026),Updates: Few common questions answered: INTEGRAL CALCULUS (MTH_252Z_400_U2026),MTH 252,course,irregular,high,P1,reference,Update TASK-0003 and keep unread because it contains current course operating guidance.,restored_unread,"Use these MTH 252 course-operation notes while setting up Achieve, Gradescope, OpenStax work, and extension expectations.",,TASK-0003,Canvas notification from MTH 252 received Mon 6/29/2026 12:30 PM; common questions answered.,"Full body read. Opening left it read/not found in exact unread verification. Codex clicked Mark as unread. Verification: exact unread search isread:no received:6/29/2026 ""Updates: Few common questions answered"" found the exact message."
EMAIL-0137,2026-06-29 18:33,MTH 252 Gradescope resend,"MTH 252 resends Gradescope access and submission details, including section codes, verifying uploads by refreshing, correct page counts, and formatting for timely grading/full credit.",2026-07-01,INTEGRAL CALCULUS (MTH_252Z_400_U2026),Resending: Gradescope: Access and Submissions...: INTEGRAL CALCULUS (MTH_252Z_400_U2026),MTH 252,course,irregular,high,P1,actionable,Update TASK-0003 and keep unread because it reinforces required Gradescope submission rules.,restored_unread,Use the MTH 252 Gradescope section code and refresh-after-upload verification process for submissions.,,TASK-0003,Canvas notification from MTH 252 received Mon 6/29/2026 6:33 PM; resent Gradescope access/submission instructions.,"Full body read. Opening did not mark it read; it was already read at staging. Codex clicked Mark as unread. Verification: exact unread search isread:no received:6/29/2026 ""Resending: Gradescope: Access and Submissions"" found the exact message."
EMAIL-0138,2026-06-30 00:01,MTH 253 Unit 1 quiz closing reminder,MTH 253 reminder says Unit 1 Quiz closes 2026-06-30 at 23:59 PT and free-response questions require shown work/solutions for credit.,2026-07-01,SEQUENCES AND SERIES (MTH_253Z_400_U2026),Unit 1 Quiz - Closes Tonight - 6/30: SEQUENCES AND SERIES (MTH_253Z_400_U2026),MTH 253,course,irregular,high,P1,actionable,Update TASK-0004 and keep unread because it contains quiz-credit requirements.,restored_unread,Verify Unit 1 Quiz was submitted with shown work for free-response questions.,2026-06-30,TASK-0004,Canvas notification from MTH 253 received Tue 6/30/2026 12:01 AM; Unit 1 quiz closing reminder.,"Full body read. Opening did not mark it read; it was already read at staging. Codex clicked Mark as unread using fallback quiz-closing search. Verification: exact unread search isread:no ""Unit 1 Quiz - Closes"" found the exact message."
EMAIL-0142,2026-06-30 13:25,OpenStax account verification PIN,"OpenStax sent an account verification PIN for the Oregon State email address, with instructions to confirm the email address or use the PIN.",2026-07-01,OpenStax Accounts,[OpenStax] Your OpenStax account PIN has arrived: 088025,MTH 252 / MTH 253,course,irregular,high,P2,actionable,Keep unread because it may be needed to verify OpenStax access for calculus course materials.,restored_unread,Verify the OpenStax account if calculus ebook/OpenStax access is still needed.,,TASK-0003; TASK-0010,OpenStax Accounts email received Tue 6/30/2026 1:25 PM; account verification PIN.,"Full body read. Opening did not mark it read; it was already read at staging. Codex clicked Mark as unread; PIN was not copied into local task notes. Verification: exact unread search isread:no received:6/30/2026 ""[OpenStax] Your OpenStax account PIN has arrived"" found the exact message."
EMAIL-0144,2026-07-01 10:51,PH 212 July 1 lecture canceled,"PH 212 announcement cancels the 2026-07-01 lecture, says there is no participation assignment for that day, and says the next pre-lecture assignment is still due 2026-07-02 at 10 AM PDT.",2026-07-02,GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),7/1 Lecture canceled: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),PH 212,course,irregular,high,P1,actionable,Create TASK-0011 and keep unread because this course correction affects participation tracking and the next pre-lecture deadline.,restored_unread,Do not look for a 2026-07-01 participation assignment; verify the 2026-07-02 pre-lecture assignment status.,2026-07-02 10:00,TASK-0011,Canvas notification from PH 212 received Wed 7/1/2026 10:51 AM; lecture cancellation and pre-lecture due reminder.,"Full body read. Opening did not naturally mark it read; it was already read at staging. Codex clicked Mark as unread. Verification: exact unread search isread:no received:7/1/2026 ""7/1 Lecture canceled"" found the exact message."
EMAIL-0145,2026-07-01 19:52,PH 212 M21-pre upload,PH 212 announcement says M21-pre is due 2026-07-02 at 10 AM and requires uploading work to Gradescope as practice before uploads are required during Quiz 1.,2026-07-02,GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),M21-pre upload: GENERAL PHYSICS WITH CALCULUS (PH_212_400_U2026),PH 212,course,irregular,high,P1,actionable,Create TASK-0011 and keep unread because this is a current pre-lecture/Gradescope upload requirement tied to Quiz 1 preparation.,restored_unread,Confirm M21-pre was uploaded to Gradescope and use it to verify the upload workflow before Quiz 1.,2026-07-02 10:00,TASK-0011,Canvas notification from PH 212 received Wed 7/1/2026 7:52 PM; M21-pre Gradescope upload notice.,"Full body read. Opening did not naturally mark it read; it was already read at staging. Codex clicked Mark as unread. Verification: exact unread search isread:no received:7/1/2026 ""M21-pre upload"" found the exact message."
EMAIL-0146,2026-07-02 10:39,MTH 252 Mini-Exam 1 check-in,"MTH 252 announcement says the instructor is available July 2-3 for Zoom/questions, will send a check-in video about updates and Mini-Exam 1, and the Mini-Exam 1 Canvas page is open with study resources.",2026-07-02,INTEGRAL CALCULUS (MTH_252Z_400_U2026),Checking in: Hello and checkin video: INTEGRAL CALCULUS (MTH_252Z_400_U2026),MTH 252,course,irregular,high,P1,actionable,Update TASK-0003 and keep unread because this current MTH 252 update covers Mini-Exam 1 study resources and instructor availability.,restored_unread,Review the MTH 252 Mini-Exam 1 Canvas page and study resources; watch the check-in video when posted; contact the instructor for Zoom/questions if needed.,2026-07-03,TASK-0003,"Canvas notification from MTH 252 received Thu 7/2/2026 10:39 AM; check-in announcement about instructor availability, forthcoming check-in video, and Mini-Exam 1 study resources.","Full body read. Initial row was unread with row action Mark as read. Opening the message eventually marked it read; exact unread search isread:no ""Checking in: Hello and checkin video"" returned no result. Codex selected the exact Outlook row, pressed Control+U to mark unread, and verified the exact unread search returned the Thu 7/2/2026 10:39 AM Inbox result."
EMAIL-0147,2026-07-02 11:11,EECS Session 3 deadline reminder,"EECS advising reminder lists Session 3 deadlines: 50% tuition-refund withdrawal by 2026-07-07, grading-basis changes by 2026-07-29 noon PT, and no-refund course withdrawal by 2026-07-29.",2026-07-02,EECS Student Resources,Deadline Reminders: EECS Student Resources,EECS / Enrollment,admin,irregular,high,P2,reference,Keep unread as current academic deadline reference; no new task unless considering grading-basis changes or withdrawing from a Session 3 course.,restored_unread,Review only if considering a Session 3 withdrawal or grading-basis change; contact advising before the relevant deadline if needed.,2026-07-07,,Canvas notification from EECS Student Resources received Thu 7/2/2026 11:11 AM; Session 3 withdrawal/refund and grading-basis deadline reminder.,"Full body read. Initial row was unread with row action Mark as read. Opening did not require a read-state correction; exact unread search isread:no ""Deadline Reminders: EECS Student Resources"" returned the Thu 7/2/2026 11:11 AM Inbox result. No read-state button was clicked."
